delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,is_duplicate,delay_hours,is_heavy
2706.0,ekart,documents,bike,standard,central,rainy,3.6,8.51,0.0,0.0,no,delivered,4,95.6674,0,0.0,0
2707.0,xpressbees,cosmetics,ev bike,express,central,cold,49.6,40.38,0.0,0.0,yes,delayed,2,419.14,0,0.0,1
2708.0,ekart,groceries,ev van,standard,south,foggy,236.6,4.28,0.0,0.0,no,delivered,4,1195.84,0,0.0,0
2709.0,xpressbees,furniture,ev bike,standard,east,rainy,274.7,21.84,0.0,0.0,no,delivered,5,1439.02,0,0.0,1
2710.0,amazon logistics,clothing,van,same day,west,stormy,212.1,31.83,0.0,0.0,yes,delayed,2,1255.99,0,0.0,1
2711.0,delhivery,electronics,bike,express,west,rainy,90.1,24.46,0.0,0.0,yes,delayed,2,573.88,0,0.0,1
2712.0,delhivery,pharmacy,van,two day,north,cold,252.3,15.13,0.0,0.0,no,delivered,5,1306.89,0,0.0,1
2713.0,ecom express,clothing,truck,same day,central,rainy,66.8,12.4,0.0,0.0,no,delivered,3,471.2,0,0.0,1
2714.0,fedex,automobile parts,ev bike,same day,central,cold,132.2,49.52,0.0,0.0,no,delivered,5,909.62,0,0.0,1
2715.0,fedex,automobile parts,bike,same day,west,hot,235.5,19.37,0.0,0.0,no,delivered,3,1335.61,0,0.0,1
2716.0,fedex,documents,scooter,standard,east,foggy,121.9,27.38,0.0,0.0,no,delivered,5,691.64,0,0.0,1
2717.0,dhl,documents,truck,express,west,foggy,247.6,47.16,0.0,0.0,no,delivered,4,1429.48,0,0.0,1
2718.0,xpressbees,furniture,ev bike,two day,north,hot,181.4,8.56,0.0,0.0,no,delivered,3,932.68,0,0.0,0
2719.0,shadowfax,clothing,scooter,standard,south,clear,258.6,26.39,0.0,0.0,no,delivered,5,1372.17,0,0.0,1
2720.0,blue dart,fragile items,ev bike,standard,central,stormy,71.2,41.69,0.0,0.0,no,delivered,5,481.07,0,0.0,1
2721.0,shadowfax,electronics,ev bike,express,south,hot,191.0,30.91,0.0,0.0,yes,delayed,2,1097.73,0,0.0,1
2722.0,xpressbees,furniture,van,two day,west,hot,199.0,16.47,0.0,0.0,no,delivered,4,1044.41,0,0.0,1
2723.0,blue dart,clothing,truck,express,east,cold,124.9,42.71,0.0,0.0,no,delivered,3,802.63,0,0.0,1
2724.0,dhl,fragile items,van,express,west,hot,130.4,38.24,0.0,0.0,no,delivered,5,816.72,0,0.0,1
2725.0,amazon logistics,clothing,ev bike,standard,central,foggy,275.3,15.85,0.0,0.0,no,delivered,5,1424.05,0,0.0,1
2726.0,shadowfax,furniture,scooter,same day,east,hot,67.2,4.93,0.0,0.0,no,delivered,5,450.79,0,0.0,0
2727.0,blue dart,fragile items,scooter,express,south,rainy,29.6,31.54,0.0,0.0,yes,delayed,3,292.62,0,0.0,1
2728.0,delhivery,groceries,van,standard,west,clear,155.3,47.62,0.0,0.0,no,delivered,4,919.36,0,0.0,1
2729.0,shadowfax,clothing,scooter,standard,south,clear,264.2,48.82,0.0,0.0,no,delivered,3,1467.46,0,0.0,1
2730.0,fedex,clothing,truck,express,south,hot,293.0,42.72,0.0,0.0,yes,delayed,2,1632.7206,0,0.0,1
2731.0,ecom express,pharmacy,ev van,standard,north,rainy,269.5,21.91,0.0,0.0,no,delivered,4,1413.23,0,0.0,1
2732.0,fedex,clothing,van,express,east,rainy,231.6,29.66,0.0,0.0,yes,delayed,3,1296.98,0,0.0,1
2733.0,ecom express,groceries,ev van,express,west,rainy,33.5,31.83,0.0,0.0,no,delivered,5,312.99,0,0.0,1
2734.0,blue dart,pharmacy,van,express,south,hot,186.7,5.0,0.0,0.0,no,delivered,4,998.5,0,0.0,0
2735.0,fedex,groceries,bike,express,west,foggy,195.6,25.04,0.0,0.0,yes,delayed,3,1103.12,0,0.0,1
2736.0,blue dart,fragile items,van,standard,east,cold,149.0,7.89,0.0,0.0,no,delivered,3,768.67,0,0.0,0
2737.0,shadowfax,cosmetics,van,two day,south,hot,252.8,44.18,0.0,0.0,no,delivered,5,1396.54,0,0.0,1
2738.0,blue dart,clothing,bike,same day,north,stormy,294.8,36.21,0.0,0.0,yes,delayed,2,1632.7206,0,0.0,1
2739.0,fedex,fragile items,van,standard,central,rainy,291.7,4.53,0.0,0.0,no,delivered,5,1472.09,0,0.0,0
2740.0,dhl,automobile parts,bike,standard,central,cold,7.1,7.98,0.0,0.0,no,delivered,4,95.6674,0,0.0,0
2741.0,blue dart,clothing,ev bike,two day,east,rainy,11.7,33.48,0.0,0.0,no,delivered,4,158.94,0,0.0,1
2742.0,delhivery,groceries,truck,two day,south,hot,17.0,43.58,0.0,0.0,no,delivered,4,215.74,0,0.0,1
2743.0,fedex,groceries,scooter,standard,east,clear,94.4,28.22,0.0,0.0,no,delivered,3,556.66,0,0.0,1
2744.0,ecom express,groceries,bike,express,east,hot,223.9,43.09,0.0,0.0,yes,delayed,3,1298.77,0,0.0,1
2745.0,blue dart,furniture,truck,same day,south,hot,172.8,17.06,0.0,0.0,no,delivered,5,1015.18,0,0.0,1
2746.0,dhl,automobile parts,ev bike,express,west,clear,146.3,10.9,0.0,0.0,no,delivered,3,814.2,0,0.0,1
2747.0,ekart,pharmacy,van,two day,south,hot,220.7,47.34,0.0,0.0,no,delivered,3,1245.52,0,0.0,1
2748.0,amazon logistics,automobile parts,ev van,same day,north,clear,77.8,6.79,0.0,0.0,no,delivered,4,509.37,0,0.0,0
2749.0,dhl,groceries,scooter,express,north,stormy,297.1,15.27,0.0,0.0,yes,delayed,2,1582.81,0,0.0,1
2750.0,ecom express,furniture,ev bike,two day,south,cold,75.0,19.06,0.0,0.0,no,delivered,4,432.18,0,0.0,1
2751.0,ekart,electronics,van,two day,central,foggy,112.3,25.73,0.0,0.0,no,delivered,4,638.69,0,0.0,1
2752.0,delhivery,documents,scooter,standard,south,hot,255.8,15.53,0.0,0.0,no,delivered,5,1325.59,0,0.0,1
2753.0,shadowfax,pharmacy,scooter,two day,central,rainy,236.7,12.99,0.0,0.0,no,delivered,3,1222.47,0,0.0,1
2754.0,shadowfax,clothing,van,same day,north,stormy,46.6,12.69,0.0,0.0,no,delivered,4,371.07,0,0.0,1
2755.0,ecom express,automobile parts,bike,two day,central,foggy,19.5,22.29,0.0,0.0,no,delivered,3,164.37,0,0.0,1
2756.0,amazon logistics,documents,truck,two day,central,clear,196.6,46.99,0.0,0.0,no,delivered,4,1123.97,0,0.0,1
2757.0,amazon logistics,clothing,van,standard,north,cold,209.0,48.45,0.0,0.0,no,delivered,3,1190.35,0,0.0,1
2758.0,shadowfax,fragile items,ev bike,express,east,clear,267.9,26.86,0.0,0.0,yes,delayed,2,1470.08,0,0.0,1
2759.0,dhl,electronics,truck,standard,west,clear,10.0,7.62,0.0,0.0,no,delivered,4,95.6674,0,0.0,0
2760.0,dhl,documents,ev van,standard,east,hot,260.8,39.21,0.0,0.0,no,delivered,3,1421.63,0,0.0,1
2761.0,blue dart,clothing,bike,two day,central,hot,101.9,16.7,0.0,0.0,no,delivered,3,559.6,0,0.0,1
2762.0,dhl,cosmetics,van,standard,north,rainy,109.2,6.56,0.0,0.0,no,delivered,5,565.68,0,0.0,0
2763.0,dhl,fragile items,truck,standard,east,hot,193.8,42.72,0.0,0.0,no,delivered,4,1097.16,0,0.0,1
2764.0,delhivery,clothing,scooter,two day,east,foggy,258.1,1.48,0.0,0.0,no,delivered,5,1294.94,0,0.0,0
2765.0,blue dart,groceries,ev bike,express,west,hot,124.6,2.88,0.0,0.0,yes,delayed,3,681.64,0,0.0,0
2766.0,fedex,furniture,van,standard,south,hot,3.6,18.19,0.0,0.0,no,delivered,5,95.6674,0,0.0,1
2767.0,dhl,cosmetics,ev bike,express,east,stormy,194.8,10.95,0.0,0.0,yes,delayed,3,1056.85,0,0.0,1
2768.0,ecom express,groceries,ev van,standard,north,rainy,166.5,35.24,0.0,0.0,no,delivered,5,938.22,0,0.0,1
2769.0,fedex,furniture,ev van,same day,north,foggy,291.5,49.33,0.0,0.0,yes,delayed,3,1632.7206,0,0.0,1
2770.0,ecom express,furniture,truck,two day,east,stormy,158.9,23.71,0.0,0.0,no,delivered,3,865.63,0,0.0,1
2771.0,shadowfax,electronics,ev bike,express,west,rainy,189.5,45.71,0.0,0.0,yes,delayed,2,1134.63,0,0.0,1
2772.0,delhivery,pharmacy,ev van,two day,west,clear,262.2,33.94,0.0,0.0,no,delivered,5,1412.82,0,0.0,1
2773.0,blue dart,pharmacy,ev van,express,central,hot,81.8,7.57,0.0,0.0,yes,failed,1,481.71,0,0.0,0
2774.0,xpressbees,automobile parts,ev bike,express,north,foggy,5.3,43.86,0.0,0.0,yes,delayed,2,208.08,0,0.0,1
2775.0,fedex,furniture,ev van,standard,east,stormy,225.0,39.67,0.0,0.0,no,delivered,5,1244.01,0,0.0,1
2776.0,ekart,automobile parts,ev van,standard,north,hot,205.2,15.49,0.0,0.0,no,delivered,5,1072.47,0,0.0,1
2777.0,fedex,groceries,scooter,standard,south,foggy,264.4,26.88,0.0,0.0,no,delivered,4,1402.64,0,0.0,1
2778.0,ecom express,cosmetics,truck,same day,west,rainy,70.7,9.74,0.0,0.0,no,delivered,3,482.72,0,0.0,0
2779.0,dhl,automobile parts,van,standard,east,clear,129.5,5.02,0.0,0.0,no,delivered,4,662.56,0,0.0,0
2780.0,delhivery,clothing,ev van,two day,south,stormy,15.5,14.09,0.0,0.0,no,delivered,5,119.77,0,0.0,1
2781.0,ekart,pharmacy,ev bike,two day,north,stormy,214.1,36.36,0.0,0.0,no,delivered,4,1179.58,0,0.0,1
2782.0,ecom express,automobile parts,ev van,express,north,stormy,58.1,1.51,0.0,0.0,yes,delayed,2,345.03,0,0.0,0
2783.0,xpressbees,pharmacy,van,express,east,clear,166.6,23.18,0.0,0.0,yes,delayed,3,952.54,0,0.0,1
2784.0,amazon logistics,automobile parts,ev van,standard,central,hot,151.9,28.2,0.0,0.0,no,delivered,4,844.1,0,0.0,1
2785.0,ecom express,groceries,bike,express,south,cold,123.2,25.35,0.0,0.0,no,delivered,5,742.05,0,0.0,1
2786.0,blue dart,fragile items,ev van,two day,north,foggy,15.6,36.69,0.0,0.0,no,delivered,5,188.07,0,0.0,1
2787.0,ekart,pharmacy,scooter,express,south,clear,182.2,10.28,0.0,0.0,yes,delayed,2,991.84,0,0.0,1
2788.0,delhivery,furniture,truck,two day,west,cold,153.9,48.78,0.0,0.0,no,delivered,4,915.84,0,0.0,1
2789.0,delhivery,clothing,ev bike,express,south,stormy,73.4,24.92,0.0,0.0,yes,delayed,3,491.76,0,0.0,1
2790.0,amazon logistics,clothing,ev bike,express,central,foggy,199.0,37.98,0.0,0.0,yes,delayed,2,1158.94,0,0.0,1
2791.0,ecom express,documents,scooter,express,north,rainy,291.6,45.88,0.0,0.0,yes,delayed,2,1632.7206,0,0.0,1
2792.0,blue dart,cosmetics,truck,two day,south,clear,279.3,12.67,0.0,0.0,no,delivered,4,1434.51,0,0.0,1
2793.0,xpressbees,furniture,truck,express,south,rainy,266.7,49.4,0.0,0.0,yes,delayed,3,1531.7,0,0.0,1
2794.0,fedex,groceries,ev bike,same day,east,clear,225.7,32.6,0.0,0.0,no,delivered,4,1326.3,0,0.0,1
2795.0,delhivery,furniture,scooter,two day,south,rainy,240.4,13.53,0.0,0.0,no,delivered,4,1242.59,0,0.0,1
2796.0,ecom express,groceries,ev bike,two day,east,cold,214.2,25.7,0.0,0.0,no,delivered,4,1148.1,0,0.0,1
2797.0,amazon logistics,fragile items,truck,two day,south,hot,123.5,14.78,0.0,0.0,no,delivered,5,661.84,0,0.0,1
2798.0,shadowfax,groceries,ev bike,standard,south,clear,57.3,37.93,0.0,0.0,no,delivered,3,400.29,0,0.0,1
2799.0,xpressbees,furniture,ev van,standard,west,hot,227.4,40.03,0.0,0.0,no,delivered,4,1257.09,0,0.0,1
2800.0,dhl,pharmacy,van,express,south,hot,185.3,19.52,0.0,0.0,no,delivered,5,1035.06,0,0.0,1
2801.0,amazon logistics,pharmacy,van,express,central,rainy,242.5,34.38,0.0,0.0,yes,delayed,2,1365.64,0,0.0,1
2802.0,fedex,groceries,ev bike,same day,central,cold,286.1,10.71,0.0,0.0,no,delivered,3,1562.63,0,0.0,1
2803.0,ecom express,electronics,ev bike,express,south,clear,118.7,16.04,0.0,0.0,yes,delayed,3,691.62,0,0.0,1
2804.0,delhivery,cosmetics,ev van,express,south,cold,271.3,32.19,0.0,0.0,no,delivered,4,1503.07,0,0.0,1
2805.0,blue dart,pharmacy,truck,standard,central,rainy,21.6,12.84,0.0,0.0,no,delivered,5,146.52,0,0.0,1
2806.0,ecom express,pharmacy,truck,express,central,foggy,77.4,33.57,0.0,0.0,yes,failed,1,537.71,0,0.0,1
2807.0,ekart,furniture,bike,same day,east,foggy,140.7,7.5,0.0,0.0,no,delivered,5,826.0,0,0.0,0
2808.0,ekart,furniture,van,same day,east,rainy,281.9,33.56,0.0,0.0,yes,delayed,3,1610.18,0,0.0,1
2809.0,amazon logistics,automobile parts,scooter,standard,south,cold,291.8,14.14,0.0,0.0,no,delivered,4,1501.42,0,0.0,1
2810.0,blue dart,electronics,ev van,same day,west,clear,153.8,22.27,0.0,0.0,no,delivered,4,935.81,0,0.0,1
2811.0,fedex,electronics,bike,same day,central,stormy,175.3,28.55,0.0,0.0,yes,delayed,3,1062.15,0,0.0,1
2812.0,ekart,automobile parts,ev bike,express,east,foggy,135.4,5.16,0.0,0.0,yes,delayed,2,742.48,0,0.0,0
2813.0,blue dart,fragile items,ev van,two day,east,cold,268.0,29.93,0.0,0.0,no,delivered,3,1429.79,0,0.0,1
2814.0,ecom express,groceries,van,express,east,foggy,256.2,41.87,0.0,0.0,yes,failed,1,1456.61,0,0.0,1
2815.0,blue dart,furniture,ev bike,express,central,cold,76.7,47.18,0.0,0.0,yes,delayed,2,575.04,0,0.0,1
2816.0,delhivery,furniture,truck,same day,east,foggy,21.1,34.28,0.0,0.0,no,delivered,5,308.34,0,0.0,1
2817.0,xpressbees,automobile parts,ev bike,standard,east,hot,22.9,36.4,0.0,0.0,no,delivered,3,223.7,0,0.0,1
2818.0,amazon logistics,furniture,ev bike,same day,east,stormy,270.3,46.64,0.0,0.0,yes,failed,2,1591.42,0,0.0,1
2819.0,blue dart,cosmetics,scooter,same day,north,foggy,218.6,46.52,0.0,0.0,yes,delayed,2,1332.56,0,0.0,1
2820.0,xpressbees,groceries,ev bike,express,central,hot,52.4,31.06,0.0,0.0,yes,delayed,2,405.18,0,0.0,1
2821.0,fedex,groceries,ev van,standard,south,rainy,211.1,6.32,0.0,0.0,no,delivered,4,1074.46,0,0.0,0
2822.0,amazon logistics,cosmetics,scooter,express,central,clear,123.4,29.0,0.0,0.0,no,delivered,4,754.0,0,0.0,1
2823.0,blue dart,groceries,scooter,standard,south,hot,175.7,17.52,0.0,0.0,no,delivered,4,931.06,0,0.0,1
2824.0,ecom express,electronics,scooter,standard,south,rainy,180.0,47.97,0.0,0.0,no,delivered,5,1043.91,0,0.0,1
2825.0,shadowfax,clothing,ev van,two day,central,hot,204.9,37.12,0.0,0.0,no,delivered,4,1135.86,0,0.0,1
2826.0,amazon logistics,fragile items,ev van,two day,north,hot,85.6,30.96,0.0,0.0,no,delivered,4,520.88,0,0.0,1
2827.0,dhl,groceries,van,same day,west,hot,277.6,13.44,0.0,0.0,no,delivered,4,1528.32,0,0.0,1
2828.0,ecom express,electronics,ev van,two day,central,cold,263.5,16.7,0.0,0.0,no,delivered,4,1367.6,0,0.0,1
2829.0,shadowfax,automobile parts,ev bike,same day,south,hot,4.7,14.13,0.0,0.0,no,delivered,5,165.89,0,0.0,1
2830.0,blue dart,automobile parts,van,same day,south,cold,206.3,24.82,0.0,0.0,no,delivered,4,1205.96,0,0.0,1
2831.0,ecom express,furniture,ev bike,same day,south,cold,162.5,22.21,0.0,0.0,no,delivered,4,979.13,0,0.0,1
2832.0,amazon logistics,pharmacy,ev van,same day,central,cold,152.7,26.95,0.0,0.0,no,delivered,3,944.35,0,0.0,1
2833.0,ekart,cosmetics,ev van,same day,south,clear,34.7,7.25,0.0,0.0,no,delivered,4,295.25,0,0.0,0
2834.0,fedex,electronics,van,standard,north,hot,161.9,22.31,0.0,0.0,no,delivered,5,876.43,0,0.0,1
2835.0,dhl,documents,scooter,same day,east,cold,221.4,43.28,0.0,0.0,no,delivered,3,1336.84,0,0.0,1
2836.0,fedex,pharmacy,scooter,express,north,cold,5.4,5.61,0.0,0.0,yes,delayed,2,95.6674,0,0.0,0
2837.0,ecom express,furniture,ev bike,standard,east,rainy,127.7,0.67,0.0,0.0,no,delivered,5,639.22,0,0.0,0
2838.0,ecom express,documents,ev bike,express,north,cold,186.7,30.44,0.0,0.0,no,delivered,5,1074.82,0,0.0,1
2839.0,blue dart,electronics,ev bike,two day,south,cold,45.4,12.66,0.0,0.0,no,delivered,5,264.98,0,0.0,1
2840.0,ecom express,automobile parts,bike,express,north,stormy,296.5,26.69,0.0,0.0,yes,delayed,2,1612.57,0,0.0,1
2841.0,dhl,pharmacy,ev van,express,north,foggy,206.7,6.67,0.0,0.0,yes,delayed,2,1103.51,0,0.0,0
2842.0,xpressbees,cosmetics,bike,standard,west,hot,205.6,48.07,0.0,0.0,no,delivered,4,1172.21,0,0.0,1
2843.0,xpressbees,groceries,truck,two day,central,clear,136.0,33.29,0.0,0.0,no,delivered,3,779.87,0,0.0,1
2844.0,fedex,furniture,ev van,standard,south,rainy,26.3,17.11,0.0,0.0,no,delivered,4,182.83,0,0.0,1
2845.0,fedex,furniture,scooter,two day,north,stormy,270.8,43.84,0.0,0.0,no,delivered,4,1485.52,0,0.0,1
2846.0,fedex,groceries,truck,two day,central,cold,17.9,37.86,0.0,0.0,no,delivered,5,203.08,0,0.0,1
2847.0,amazon logistics,cosmetics,ev van,standard,east,foggy,233.7,8.24,0.0,0.0,no,delivered,5,1193.22,0,0.0,0
2848.0,dhl,automobile parts,scooter,same day,south,hot,51.5,47.13,0.0,0.0,no,delivered,5,498.89,0,0.0,1
2849.0,ekart,cosmetics,bike,same day,west,stormy,215.9,3.26,0.0,0.0,yes,failed,1,1189.28,0,0.0,0
2850.0,dhl,cosmetics,van,two day,west,cold,147.2,48.42,0.0,0.0,no,delivered,3,881.26,0,0.0,1
2851.0,blue dart,electronics,ev bike,express,west,cold,136.7,10.15,0.0,0.0,no,delivered,3,763.95,0,0.0,1
2852.0,dhl,furniture,truck,same day,west,rainy,297.1,4.01,0.0,0.0,yes,delayed,3,1610.53,0,0.0,0
2853.0,blue dart,automobile parts,van,standard,north,foggy,297.1,28.45,0.0,0.0,no,delivered,4,1581.35,0,0.0,1
2854.0,delhivery,groceries,truck,two day,south,foggy,17.3,21.97,0.0,0.0,no,delivered,3,152.41,0,0.0,1
2855.0,xpressbees,furniture,bike,two day,west,stormy,269.1,19.89,0.0,0.0,no,delivered,5,1405.17,0,0.0,1
2856.0,delhivery,documents,van,standard,central,clear,3.6,45.0,0.0,0.0,no,delivered,5,148.5,0,0.0,1
2857.0,shadowfax,clothing,ev van,standard,west,rainy,180.7,0.67,0.0,0.0,no,delivered,5,905.36,0,0.0,0
2858.0,amazon logistics,cosmetics,van,standard,south,cold,246.3,14.29,0.0,0.0,no,delivered,5,1274.37,0,0.0,1
2859.0,xpressbees,documents,ev van,two day,central,hot,97.2,12.48,0.0,0.0,no,delivered,5,523.44,0,0.0,1
2860.0,fedex,pharmacy,truck,same day,east,hot,210.9,9.19,0.0,0.0,no,delivered,4,1182.07,0,0.0,0
2861.0,blue dart,pharmacy,ev van,express,north,stormy,181.9,8.35,0.0,0.0,yes,delayed,2,984.55,0,0.0,0
2862.0,ecom express,fragile items,truck,same day,south,hot,138.3,13.16,0.0,0.0,yes,delayed,2,830.98,0,0.0,1
2863.0,amazon logistics,automobile parts,van,same day,central,foggy,255.5,8.04,0.0,0.0,yes,delayed,3,1401.62,0,0.0,0
2864.0,shadowfax,furniture,ev van,standard,east,foggy,205.3,10.75,0.0,0.0,no,delivered,5,1058.75,0,0.0,1
2865.0,delhivery,electronics,scooter,express,east,foggy,238.8,28.39,0.0,0.0,yes,delayed,3,1329.17,0,0.0,1
2866.0,delhivery,pharmacy,van,same day,north,clear,23.8,8.77,0.0,0.0,no,delivered,4,245.31,0,0.0,0
2867.0,ekart,fragile items,ev bike,same day,west,rainy,63.0,47.23,0.0,0.0,no,delivered,5,556.69,0,0.0,1
2868.0,blue dart,furniture,ev van,standard,south,cold,180.4,15.43,0.0,0.0,no,delivered,3,948.29,0,0.0,1
2869.0,amazon logistics,pharmacy,scooter,two day,north,hot,247.6,27.93,0.0,0.0,no,delivered,4,1321.79,0,0.0,1
2870.0,blue dart,cosmetics,ev van,standard,central,foggy,231.6,40.11,0.0,0.0,no,delivered,4,1278.33,0,0.0,1
2871.0,ekart,groceries,van,two day,east,clear,141.0,37.37,0.0,0.0,no,delivered,5,817.11,0,0.0,1
2872.0,ecom express,groceries,van,two day,central,rainy,246.4,1.86,0.0,0.0,no,delivered,4,1237.58,0,0.0,0
2873.0,amazon logistics,furniture,bike,two day,west,stormy,266.0,20.62,0.0,0.0,no,delivered,3,1391.86,0,0.0,1
2874.0,blue dart,fragile items,bike,same day,central,cold,178.2,39.36,0.0,0.0,no,delivered,4,1109.08,0,0.0,1
2875.0,dhl,furniture,truck,standard,east,foggy,45.7,46.3,0.0,0.0,no,delivered,4,367.4,0,0.0,1
2876.0,fedex,documents,truck,express,west,rainy,182.1,34.99,0.0,0.0,yes,delayed,2,1065.47,0,0.0,1
2877.0,shadowfax,pharmacy,bike,same day,central,foggy,94.8,19.45,0.0,0.0,no,delivered,5,632.35,0,0.0,1
2878.0,ecom express,cosmetics,ev van,standard,west,rainy,108.0,28.61,0.0,0.0,no,delivered,5,625.83,0,0.0,1
2879.0,amazon logistics,automobile parts,truck,same day,west,foggy,268.2,38.12,0.0,0.0,yes,delayed,3,1555.36,0,0.0,1
2880.0,ecom express,automobile parts,bike,two day,central,foggy,295.6,22.09,0.0,0.0,no,delivered,5,1544.27,0,0.0,1
2881.0,delhivery,fragile items,ev van,same day,south,rainy,213.2,44.73,0.0,0.0,yes,delayed,2,1300.19,0,0.0,1
2882.0,ekart,cosmetics,scooter,two day,east,foggy,94.7,15.72,0.0,0.0,no,delivered,4,520.66,0,0.0,1
2883.0,shadowfax,furniture,ev bike,express,west,stormy,84.7,47.21,0.0,0.0,yes,failed,1,615.13,0,0.0,1
2884.0,delhivery,groceries,ev bike,express,central,cold,13.6,35.19,0.0,0.0,yes,delayed,2,223.57,0,0.0,1
2885.0,dhl,pharmacy,ev bike,standard,west,hot,18.9,44.34,0.0,0.0,no,delivered,4,227.52,0,0.0,1
2886.0,blue dart,cosmetics,ev bike,express,east,cold,23.3,48.1,0.0,0.0,no,delivered,5,310.8,0,0.0,1
2887.0,ecom express,furniture,ev van,standard,west,stormy,203.2,1.38,0.0,0.0,no,delivered,4,1020.14,0,0.0,0
2888.0,delhivery,clothing,bike,same day,east,rainy,57.9,40.69,0.0,0.0,no,delivered,3,511.57,0,0.0,1
2889.0,blue dart,electronics,van,two day,east,clear,25.5,19.68,0.0,0.0,no,delivered,4,186.54,0,0.0,1
2890.0,blue dart,electronics,van,standard,east,rainy,297.1,9.51,0.0,0.0,no,delivered,5,1514.53,0,0.0,0
2891.0,blue dart,groceries,van,same day,west,foggy,214.5,24.63,0.0,0.0,no,delivered,3,1246.39,0,0.0,1
2892.0,shadowfax,fragile items,scooter,same day,north,foggy,181.1,32.91,0.0,0.0,no,delivered,3,1104.23,0,0.0,1
2893.0,dhl,fragile items,scooter,express,central,stormy,164.6,7.53,0.0,0.0,yes,failed,2,895.59,0,0.0,0
2894.0,ecom express,fragile items,ev van,standard,north,foggy,287.3,47.76,0.0,0.0,no,delivered,4,1579.78,0,0.0,1
2895.0,ekart,cosmetics,ev van,same day,west,rainy,185.0,44.41,0.0,0.0,yes,delayed,2,1158.23,0,0.0,1
2896.0,fedex,electronics,ev bike,standard,central,hot,11.8,48.75,0.0,0.0,no,delivered,4,205.25,0,0.0,1
2897.0,shadowfax,fragile items,truck,standard,south,stormy,177.2,14.49,0.0,0.0,no,delivered,3,929.47,0,0.0,1
2898.0,shadowfax,automobile parts,van,same day,east,clear,129.8,23.9,0.0,0.0,no,delivered,5,820.7,0,0.0,1
2899.0,amazon logistics,fragile items,ev bike,standard,east,stormy,297.1,43.24,0.0,0.0,no,delivered,5,1628.22,0,0.0,1
2900.0,blue dart,furniture,ev van,express,north,clear,146.1,29.5,0.0,0.0,yes,delayed,2,869.0,0,0.0,1
2901.0,fedex,clothing,van,standard,west,hot,235.1,42.0,0.0,0.0,no,delivered,4,1301.5,0,0.0,1
2902.0,amazon logistics,automobile parts,truck,same day,central,rainy,245.7,0.67,0.0,0.0,yes,delayed,2,1329.16,0,0.0,0
2903.0,amazon logistics,clothing,ev van,standard,central,stormy,16.5,26.14,0.0,0.0,no,delivered,3,160.92,0,0.0,1
2904.0,shadowfax,fragile items,ev van,express,central,clear,289.1,45.39,0.0,0.0,no,delivered,4,1631.67,0,0.0,1
2905.0,shadowfax,automobile parts,scooter,express,east,cold,156.4,38.3,0.0,0.0,no,delivered,4,946.9,0,0.0,1
2906.0,amazon logistics,automobile parts,scooter,express,west,clear,249.0,4.72,0.0,0.0,no,delivered,3,1309.16,0,0.0,0
2907.0,shadowfax,furniture,scooter,same day,south,stormy,192.6,40.02,0.0,0.0,yes,delayed,2,1183.06,0,0.0,1
2908.0,ecom express,fragile items,bike,two day,south,stormy,135.8,15.11,0.0,0.0,no,delivered,4,724.33,0,0.0,1
2909.0,blue dart,fragile items,ev bike,same day,central,clear,82.9,31.88,0.0,0.0,no,delivered,5,610.14,0,0.0,1
2910.0,dhl,automobile parts,van,express,south,cold,57.2,18.49,0.0,0.0,yes,delayed,2,391.47,0,0.0,1
2911.0,blue dart,groceries,bike,same day,west,foggy,213.9,43.55,0.0,0.0,yes,delayed,2,1300.15,0,0.0,1
2912.0,delhivery,pharmacy,scooter,same day,central,hot,24.2,42.69,0.0,0.0,no,delivered,4,349.07,0,0.0,1
2913.0,fedex,fragile items,truck,standard,west,foggy,73.8,46.49,0.0,0.0,no,delivered,4,508.47,0,0.0,1
2914.0,ekart,documents,ev van,express,north,rainy,158.1,27.12,0.0,0.0,yes,delayed,3,921.86,0,0.0,1
2915.0,dhl,documents,truck,same day,central,rainy,66.7,28.02,0.0,0.0,no,delivered,4,517.56,0,0.0,1
2916.0,dhl,groceries,truck,two day,south,clear,165.4,6.42,0.0,0.0,no,delivered,4,846.26,0,0.0,0
2917.0,shadowfax,groceries,scooter,standard,central,foggy,109.0,32.17,0.0,0.0,no,delivered,3,641.51,0,0.0,1
2918.0,ecom express,cosmetics,scooter,same day,north,stormy,81.5,48.31,0.0,0.0,yes,delayed,2,652.43,0,0.0,1
2919.0,amazon logistics,automobile parts,ev bike,standard,south,stormy,215.0,42.9,0.0,0.0,no,delivered,4,1203.7,0,0.0,1
2920.0,dhl,clothing,ev bike,standard,west,rainy,73.5,19.13,0.0,0.0,no,delivered,5,424.89,0,0.0,1
2921.0,ekart,documents,ev van,standard,north,foggy,60.0,12.65,0.0,0.0,no,delivered,5,337.95,0,0.0,1
2922.0,xpressbees,automobile parts,truck,standard,south,stormy,51.7,17.6,0.0,0.0,no,delivered,4,311.3,0,0.0,1
2923.0,blue dart,pharmacy,scooter,standard,central,rainy,61.6,41.32,0.0,0.0,no,delivered,5,431.96,0,0.0,1
2924.0,fedex,clothing,truck,same day,central,hot,4.8,27.61,0.0,0.0,no,delivered,4,206.83,0,0.0,1
